"","userID","age","sex","edu","major","work","IAT","self","HPC","perf","impr"
"397","U398",31,"F","Univ",FALSE,FALSE,21,5,7,59,-5
"398","U399",26,"F","Univ",TRUE,FALSE,16,4,8,57,1
"399","U400",27,"M","Grad",TRUE,TRUE,31,2,14,54,0
"400","U401",31,"F","Univ",FALSE,TRUE,31,3,6,56,-2
"401","U402",28,"M","Univ",FALSE,TRUE,30,1,13,57,-5
"402","U403",32,"M","Grad",FALSE,TRUE,37,5,11,56,-4
"403","U404",35,"F","Univ",FALSE,TRUE,17,4,12,49,1
"404","U405",31,"F","Univ",FALSE,FALSE,44,2,11,41,11
"405","U406",24,"M","Univ",TRUE,FALSE,26,3,12,49,7
"406","U407",33,"F","Univ",FALSE,TRUE,39,1,12,48,7
"407","U408",24,"F","Univ",FALSE,FALSE,34,5,10,52,2
"408","U409",28,"F","Grad",TRUE,TRUE,29,4,10,66,-11
"409","U410",30,"M","High",FALSE,TRUE,35,2,6,62,-6
"410","U411",32,"F","Univ",FALSE,FALSE,35,3,15,46,7
"411","U412",38,"M","High",FALSE,TRUE,35,1,11,50,4
"412","U413",20,"F","UnivO",FALSE,TRUE,29,5,14,55,-5
"413","U414",26,"F","Univ",FALSE,TRUE,17,4,14,50,7
"414","U415",37,"M","GradO",FALSE,TRUE,35,2,14,46,5
"415","U416",28,"M","High",FALSE,TRUE,35,3,14,60,-6
"416","U417",31,"M","UnivO",FALSE,TRUE,32,1,10,50,5
"417","U418",32,"M","High",FALSE,TRUE,28,5,13,60,-10
"418","U419",26,"M","Grad",FALSE,TRUE,31,4,8,61,-9
"419","U420",30,"M","Univ",FALSE,TRUE,27,2,14,46,8
"420","U421",29,"M","Univ",TRUE,TRUE,25,3,9,53,4
"421","U422",23,"M","Univ",FALSE,TRUE,37,1,13,51,-1
"422","U423",25,"F","Grad",FALSE,TRUE,17,5,8,60,-7
"423","U424",24,"M","Grad",FALSE,TRUE,34,4,10,50,5
"424","U425",20,"F","Univ",FALSE,TRUE,29,2,8,51,-3
"425","U426",24,"M","UnivO",FALSE,TRUE,17,3,13,46,4
"426","U427",26,"M","Univ",FALSE,TRUE,32,1,19,54,-3
"427","U428",28,"M","Univ",FALSE,FALSE,31,5,7,50,3
"428","U429",25,"M","Univ",FALSE,FALSE,26,4,9,60,-2
"429","U430",27,"M","Univ",FALSE,FALSE,31,2,12,47,2
"430","U431",31,"F","High",FALSE,FALSE,24,3,9,57,-2
"431","U432",32,"F","High",FALSE,TRUE,26,1,9,48,8
"432","U433",31,"F","Univ",FALSE,TRUE,28,5,9,62,-13
"433","U434",23,"F","High",FALSE,TRUE,29,4,10,53,5
"434","U435",27,"F","UnivO",FALSE,TRUE,21,2,10,47,6
"435","U436",31,"M","Univ",FALSE,TRUE,34,3,6,53,1
"436","U437",25,"F","UnivO",FALSE,TRUE,30,1,13,56,-3
"437","U438",20,"F","Univ",FALSE,TRUE,28,5,14,48,7
"438","U439",34,"F","UnivO",FALSE,TRUE,25,4,13,50,3
"439","U440",30,"F","Univ",FALSE,TRUE,29,2,13,48,10
"440","U441",38,"M","Grad",FALSE,TRUE,32,3,9,50,10
"441","U442",44,"F","Univ",FALSE,TRUE,25,1,8,49,8
"442","U443",33,"M","Univ",FALSE,TRUE,25,5,8,50,4
"443","U444",31,"F","UnivO",FALSE,TRUE,19,4,12,53,0
"444","U445",22,"F","GradO",FALSE,TRUE,38,2,8,57,-6
"445","U446",30,"F","Univ",TRUE,TRUE,26,3,5,56,-1
"446","U447",46,"M","Univ",FALSE,TRUE,26,1,7,51,0
"447","U448",28,"M","UnivO",TRUE,FALSE,27,5,11,59,-4
"448","U449",31,"M","Univ",FALSE,TRUE,25,4,11,54,0
"449","U450",25,"M","Univ",FALSE,TRUE,39,2,8,55,-5
"450","U451",26,"F","Univ",FALSE,FALSE,30,3,8,46,6
"451","U452",32,"M","Univ",FALSE,TRUE,45,1,12,47,7
"452","U453",22,"F","Univ",FALSE,TRUE,20,5,20,54,-5
"453","U454",20,"M","Univ",FALSE,TRUE,33,4,20,53,1
"454","U455",32,"F","Univ",FALSE,FALSE,30,2,9,45,6
"455","U456",31,"F","Univ",FALSE,TRUE,18,3,14,57,-8
"456","U457",25,"F","Univ",FALSE,TRUE,32,1,9,52,-4
"457","U458",28,"M","Univ",FALSE,TRUE,30,5,6,54,1
"458","U459",30,"F","Univ",FALSE,TRUE,26,4,14,61,-6
"459","U460",27,"M","Univ",FALSE,TRUE,31,2,5,58,0
"460","U461",24,"M","UnivO",FALSE,FALSE,32,3,10,53,-3
"461","U462",39,"F","UnivO",FALSE,FALSE,32,1,14,46,10
"462","U463",24,"M","Univ",FALSE,TRUE,43,5,11,50,2
"463","U464",30,"M","High",FALSE,TRUE,23,4,13,53,1
"464","U465",27,"F","High",FALSE,TRUE,30,2,6,53,-1
"465","U466",27,"F","Univ",FALSE,TRUE,28,3,5,52,0
"466","U467",31,"F","Univ",FALSE,TRUE,30,1,8,55,-1
"467","U468",25,"M","Univ",FALSE,FALSE,20,5,10,47,4
"468","U469",28,"F","High",FALSE,TRUE,34,4,18,56,-7
"469","U470",31,"F","Univ",FALSE,TRUE,32,2,14,49,5
"470","U471",25,"M","GradO",TRUE,FALSE,36,3,10,54,-2
"471","U472",26,"M","GradO",FALSE,TRUE,29,1,5,57,-5
"472","U473",25,"F","Univ",TRUE,FALSE,34,5,9,62,-8
"473","U474",22,"M","UnivO",FALSE,TRUE,30,4,7,48,4
"474","U475",27,"F","HighO",FALSE,TRUE,33,2,12,47,2
"475","U476",23,"M","Univ",FALSE,TRUE,28,3,10,54,4
"476","U477",28,"M","Univ",FALSE,TRUE,25,1,5,55,-3
"477","U478",29,"F","Grad",FALSE,TRUE,27,5,9,59,-2
"478","U479",34,"F","GradO",TRUE,FALSE,15,4,13,55,3
"479","U480",25,"F","Univ",FALSE,FALSE,35,2,11,41,11
"480","U481",29,"F","HighO",FALSE,FALSE,35,3,14,54,-6
"481","U482",30,"M","Grad",FALSE,FALSE,30,1,5,57,-3
"482","U483",28,"M","Univ",FALSE,TRUE,26,5,9,64,-13
"483","U484",24,"M","Univ",FALSE,TRUE,28,4,17,49,6
"484","U485",26,"F","Univ",FALSE,TRUE,35,2,13,48,0
"485","U486",26,"M","UnivO",FALSE,FALSE,41,3,6,58,-4
"486","U487",33,"M","GradO",FALSE,TRUE,30,1,13,48,6
"487","U488",34,"M","GradO",FALSE,TRUE,30,5,12,51,6
"488","U489",32,"F","Univ",FALSE,TRUE,18,4,11,56,0
"489","U490",27,"F","High",FALSE,TRUE,34,2,19,50,0
"490","U491",29,"F","Univ",FALSE,TRUE,27,3,13,55,-3
"491","U492",32,"F","High",FALSE,TRUE,26,1,10,52,-4
"492","U493",23,"F","Grad",FALSE,TRUE,35,5,16,51,1
"493","U494",24,"M","Univ",FALSE,TRUE,30,4,8,50,1
"494","U495",30,"F","HighO",FALSE,TRUE,35,2,9,57,-3
"495","U496",26,"M","HighO",FALSE,FALSE,35,3,12,49,6
"496","U497",31,"M","Univ",TRUE,FALSE,31,1,9,52,2
"497","U498",25,"F","High",FALSE,FALSE,33,5,7,59,-6
"498","U499",29,"F","HighO",FALSE,FALSE,30,4,14,53,3
"499","U500",28,"M","GradO",FALSE,TRUE,38,2,8,61,-7
"500","U501",28,"F","HighO",FALSE,FALSE,25,3,12,47,5
"501","U502",36,"F","Univ",FALSE,TRUE,31,1,14,46,6
"502","U503",37,"M","High",FALSE,FALSE,31,5,8,46,7
"503","U504",25,"M","GradO",TRUE,TRUE,32,4,6,62,-9
"504","U505",30,"F","Univ",TRUE,FALSE,29,2,10,43,12
"505","U506",41,"M","Univ",FALSE,TRUE,39,3,5,55,0
"506","U507",35,"M","Univ",FALSE,FALSE,30,1,5,44,15
"507","U508",48,"M","Univ",FALSE,FALSE,25,5,10,47,7
"508","U509",24,"M","Grad",FALSE,FALSE,32,4,11,52,6
"509","U510",32,"F","Univ",FALSE,TRUE,42,2,7,51,3
"510","U511",27,"M","UnivO",TRUE,TRUE,24,3,10,59,-6
"511","U512",22,"F","Univ",FALSE,TRUE,27,1,12,46,8
"512","U513",20,"F","UnivO",FALSE,TRUE,19,5,17,51,0
"513","U514",31,"F","UnivO",FALSE,TRUE,17,4,13,57,0
"514","U515",27,"M","High",FALSE,FALSE,41,2,12,45,7
"515","U516",34,"F","Grad",FALSE,TRUE,17,3,14,58,-4
"516","U517",31,"F","High",FALSE,TRUE,28,1,17,47,3
"517","U518",27,"F","UnivO",FALSE,TRUE,30,5,10,56,-4
"518","U519",29,"M","Univ",FALSE,TRUE,34,4,11,49,4
"519","U520",27,"M","Univ",FALSE,FALSE,30,2,12,48,4
"520","U521",42,"F","GradO",FALSE,TRUE,34,3,11,56,-5
"521","U522",26,"F","Univ",FALSE,FALSE,28,1,8,59,-11
"522","U523",27,"M","Univ",FALSE,FALSE,21,5,9,47,9
"523","U524",21,"F","Univ",FALSE,TRUE,26,4,8,53,3
"524","U525",31,"M","HighO",FALSE,TRUE,28,2,10,50,1
"525","U526",44,"F","UnivO",FALSE,TRUE,17,3,7,48,7
"526","U527",24,"F","UnivO",FALSE,TRUE,24,1,8,53,-2
"527","U528",26,"M","UnivO",FALSE,TRUE,33,5,13,58,-4
"528","U529",31,"M","GradO",FALSE,TRUE,22,4,8,53,2
"529","U530",26,"F","HighO",FALSE,FALSE,35,2,7,48,8
"530","U531",25,"M","Grad",FALSE,FALSE,42,3,13,50,11
"531","U532",30,"F","High",FALSE,TRUE,29,1,14,52,5
"532","U533",28,"F","High",FALSE,TRUE,28,5,5,64,-12
"533","U534",33,"M","GradO",FALSE,TRUE,18,4,12,51,2
"534","U535",27,"F","Univ",FALSE,FALSE,27,2,5,55,0
"535","U536",22,"F","High",FALSE,FALSE,32,3,9,42,9
"536","U537",29,"M","Univ",TRUE,TRUE,32,1,7,57,-4
"537","U538",28,"M","Grad",FALSE,FALSE,31,5,7,52,1
"538","U539",33,"F","UnivO",FALSE,FALSE,26,4,11,45,3
"539","U540",31,"F","UnivO",TRUE,TRUE,16,2,19,56,-2
"540","U541",24,"F","GradO",TRUE,FALSE,26,3,8,43,14
"541","U542",28,"M","UnivO",TRUE,TRUE,17,1,11,59,-3
"542","U543",21,"M","High",FALSE,TRUE,45,5,13,50,3
"543","U544",27,"M","Univ",FALSE,TRUE,36,4,6,56,-2
"544","U545",34,"M","UnivO",FALSE,FALSE,24,2,17,45,9
"545","U546",28,"F","High",FALSE,TRUE,25,3,5,49,-1
"546","U547",38,"F","GradO",TRUE,TRUE,31,1,5,50,1
"547","U548",47,"F","High",FALSE,FALSE,33,5,8,43,13
"548","U549",20,"M","GradO",FALSE,TRUE,33,4,14,47,11
"549","U550",21,"M","UnivO",FALSE,TRUE,32,2,15,56,-2
"550","U551",26,"F","UnivO",FALSE,TRUE,32,3,13,63,-9
"551","U552",24,"M","Univ",FALSE,TRUE,25,1,9,46,9
"552","U553",35,"F","Univ",FALSE,TRUE,16,5,16,56,3
"553","U554",27,"F","High",FALSE,TRUE,34,4,14,55,-5
"554","U555",42,"M","GradO",FALSE,TRUE,32,2,6,49,9
"555","U556",22,"F","GradO",FALSE,FALSE,34,3,13,48,10
"556","U557",28,"M","Univ",FALSE,FALSE,31,1,14,51,-4
"557","U558",26,"F","UnivO",FALSE,TRUE,30,5,10,52,2
"558","U559",28,"F","High",FALSE,FALSE,33,4,8,61,-10
"559","U560",41,"M","High",FALSE,TRUE,25,2,8,46,2
"560","U561",24,"M","Univ",FALSE,TRUE,16,3,14,50,-1
"561","U562",21,"M","UnivO",FALSE,FALSE,33,1,14,45,7
"562","U563",30,"M","UnivO",FALSE,TRUE,42,5,13,62,-8
"563","U564",35,"F","Univ",FALSE,TRUE,31,4,13,53,1
"564","U565",24,"F","UnivO",FALSE,TRUE,17,2,12,47,7
"565","U566",47,"M","Univ",FALSE,TRUE,33,3,7,50,6
"566","U567",33,"M","High",FALSE,FALSE,34,1,13,41,9
"567","U568",29,"F","High",FALSE,FALSE,15,5,10,54,4
"568","U569",27,"F","High",FALSE,TRUE,34,4,16,53,-3
"569","U570",27,"M","Univ",FALSE,FALSE,17,2,13,54,-3
"570","U571",30,"F","UnivO",FALSE,FALSE,30,3,14,48,6
"571","U572",41,"M","Grad",FALSE,TRUE,33,1,8,48,7
"572","U573",26,"F","Univ",FALSE,TRUE,27,5,12,51,2
"573","U574",28,"F","UnivO",FALSE,FALSE,30,4,9,60,-6
"574","U575",31,"F","GradO",FALSE,TRUE,35,2,15,51,3
"575","U576",25,"M","Univ",FALSE,TRUE,30,3,12,55,-2
"576","U577",27,"M","High",FALSE,TRUE,25,1,12,51,-1
"577","U578",29,"M","High",FALSE,TRUE,28,5,10,55,1
"578","U579",31,"F","UnivO",FALSE,TRUE,15,4,11,56,-6
"579","U580",37,"F","Grad",FALSE,TRUE,30,2,12,46,7
"580","U581",48,"F","Univ",FALSE,TRUE,31,3,11,48,4
"581","U582",24,"M","Univ",FALSE,FALSE,26,1,9,48,6
"582","U583",28,"F","Univ",FALSE,TRUE,24,5,8,62,-12
"583","U584",25,"F","Univ",FALSE,TRUE,25,4,11,62,-7
"584","U585",24,"M","UnivO",TRUE,TRUE,31,2,8,50,7
"585","U586",27,"F","High",FALSE,TRUE,31,3,9,56,-3
"586","U587",24,"F","Univ",FALSE,TRUE,25,1,12,54,-3
"587","U588",23,"M","Univ",FALSE,FALSE,26,5,7,58,-6
"588","U589",20,"F","UnivO",FALSE,TRUE,19,4,9,61,-4
"589","U590",29,"F","Univ",FALSE,TRUE,19,2,8,49,7
"590","U591",23,"M","HighO",FALSE,FALSE,25,3,13,42,14
"591","U592",43,"M","HighO",FALSE,TRUE,44,1,9,44,9
"592","U593",27,"M","Univ",FALSE,FALSE,36,5,6,50,1
"593","U594",29,"M","Univ",FALSE,TRUE,38,4,14,53,-7
"594","U595",24,"M","Grad",FALSE,TRUE,32,2,9,54,0
"595","U596",29,"M","Univ",TRUE,FALSE,35,3,5,57,-7
"596","U597",29,"M","Univ",FALSE,FALSE,26,1,5,52,2
"597","U598",30,"M","GradO",FALSE,TRUE,30,5,8,60,-9
"598","U599",31,"M","High",FALSE,TRUE,21,4,8,60,-8
"599","U600",27,"F","Univ",FALSE,FALSE,37,2,14,54,2
"600","U601",26,"M","Univ",FALSE,FALSE,29,3,10,50,5
"601","U602",25,"F","UnivO",FALSE,TRUE,40,1,5,56,-2
"602","U603",26,"F","Univ",FALSE,FALSE,32,5,13,49,4
"603","U604",29,"M","High",FALSE,TRUE,30,4,12,59,-7
"604","U605",29,"F","Univ",FALSE,TRUE,35,2,9,56,0
"605","U606",26,"M","Univ",FALSE,FALSE,31,3,6,54,7
"606","U607",40,"M","High",FALSE,FALSE,17,1,14,44,8
"607","U608",27,"F","UnivO",FALSE,FALSE,26,5,20,58,-4
"608","U609",30,"M","UnivO",FALSE,FALSE,17,4,11,58,-11
"609","U610",26,"F","GradO",FALSE,TRUE,30,2,6,60,-9
"610","U611",27,"F","Univ",FALSE,FALSE,34,3,7,51,-3
"611","U612",48,"F","High",FALSE,TRUE,33,1,6,46,10
"612","U613",25,"M","Univ",TRUE,TRUE,34,5,13,56,-3
"613","U614",25,"M","Grad",FALSE,FALSE,16,4,7,49,1
"614","U615",20,"F","Univ",FALSE,TRUE,32,2,10,47,1
"615","U616",25,"M","Univ",FALSE,TRUE,26,3,9,48,4
"616","U617",26,"F","UnivO",FALSE,TRUE,26,1,14,54,-7
"617","U618",31,"F","Univ",FALSE,FALSE,20,5,11,57,-5
"618","U619",34,"F","Univ",FALSE,TRUE,32,4,18,54,3
